Mutant,org.apache.commons.math.geometry.euclidean.threed.RotationTest[testIdentity],org.apache.commons.math.geometry.euclidean.threed.RotationTest[testIssue639],org.apache.commons.math.geometry.euclidean.threed.RotationTest[testRevert],org.apache.commons.math.geometry.euclidean.threed.RotationTest[testQuaternion],org.apache.commons.math.geometry.euclidean.threed.RotationTest[testVectorTwoPairs],org.apache.commons.math.geometry.euclidean.threed.RotationTest[testVectorOnePair],org.apache.commons.math.geometry.euclidean.threed.RotationTest[testMatrix],org.apache.commons.math.geometry.euclidean.threed.RotationTest[testSingularities],org.apache.commons.math.geometry.euclidean.threed.RotationTest[testCompose],org.apache.commons.math.geometry.euclidean.threed.RotationTest[testComposeInverse],org.apache.commons.math.geometry.euclidean.threed.PlaneTest[testRotate],org.apache.commons.math.geometry.euclidean.threed.PolyhedronsSetTest[testIsometry],org.apache.commons.math.geometry.euclidean.threed.RotationTest[testApplyInverseTo],org.apache.commons.math.geometry.euclidean.threed.RotationTest[testAxisAngle],org.apache.commons.math.geometry.euclidean.threed.RotationTest[testAngles],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test44],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test01],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test45],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test43],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test09],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test06],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test08],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test25],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test22],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test23],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test42],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test24],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test20],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test54],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test58],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test18],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test48],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test02],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test21],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test52],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test55],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test19],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test40],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test04],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test05],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test46],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test03],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test47],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test60],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test26],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test13],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test53],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test28],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test29],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test51],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test59],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test11],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test17],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test56],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test07],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test50],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test27],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test15],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test16],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test49],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test31],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test57],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test32],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test61],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test41],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test34],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test38],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test35],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test62],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test36],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test33],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test39],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test14],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test63],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test30],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test37],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test00],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test12],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test10],Total,Equiv?
2928, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2929, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,EXC, , ,EXC,EXC, , , , , , , , , , , , , ,EXC,PASS, , , , , ,5,
293, , , , , , ,FAIL, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , ,FAIL,PASS, , , , , , , , , , , , , ,FAIL, , , , , , ,3,
2930, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,1,
2931, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2932, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2933, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,1,
2934, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2935, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,EXC, , ,EXC,EXC, , , , , , , , , , , , , ,EXC,PASS, , , , , ,5,
2936, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2937, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,EXC, , ,EXC,EXC, , , , , , , , , , , , , ,EXC,PASS, , , , , ,5,
2938, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,EXC,PASS, , , , , ,2,
2939, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
294, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,EXC, , ,EXC,EXC, , , , , , , , , , , , , ,EXC, , , , , , ,5,
2940, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2941, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,EXC,PASS, , , , , ,2,
2942, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2943, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,EXC, , ,EXC,EXC, , , , , , , , , , , , , ,EXC,PASS, , , , , ,5,
2944, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2945, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,EXC, , ,EXC,EXC, , , , , , , , , , , , , ,EXC,PASS, , , , , ,5,
2946, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,EXC,PASS, , , , , ,2,
2947, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2948, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2949, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,EXC,PASS, , , , , ,2,
295, , , , , , ,FAIL, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS, , , , , , ,1,
2950, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2951, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,EXC, , ,EXC,EXC, , , , , , , , , , , , , ,EXC,PASS, , , , , ,5,
2952, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2953, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,EXC, , ,EXC,EXC, , , , , , , , , , , , , ,EXC,PASS, , , , , ,5,
2954, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,EXC,PASS, , , , , ,2,
2955, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2956, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2957, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,EXC,PASS, , , , , ,2,
2958, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2959, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,EXC, , ,EXC,EXC, , , , , , , , , , , , , ,EXC,PASS, , , , , ,5,
296, , , , , , ,FAIL, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, , ,FAIL,PASS, , , , , , , , , , , , , ,PASS, , , , , , ,3,
2960, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2961, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,EXC, , ,EXC,EXC, , , , , , , , , , , , , ,EXC,PASS, , , , , ,5,
2962, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,1,
2963, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2964, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2965, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,1,
2966, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2967, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,EXC, , ,EXC,EXC, , , , , , , , , , , , , ,EXC,PASS, , , , , ,5,
2968, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2969, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,EXC, , ,EXC,EXC, , , , , , , , , , , , , ,EXC,PASS, , , , , ,5,
297, , , , , , ,FAIL, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , ,FAIL,PASS, , , , , , , , , , , , , ,PASS, , , , , , ,2,
2970, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,1,
2971, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2972, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2973, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,1,
2974, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2975, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,EXC, , ,EXC,EXC, , , , , , , , , , , , , ,EXC,PASS, , , , , ,5,
2976, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2977, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,EXC, , ,EXC,EXC, , , , , , , , , , , , , ,EXC,PASS, , , , , ,5,
2978, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,EXC,PASS, , , , , ,2,
2979, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
298, , , , , , ,FAIL, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, , ,FAIL,PASS, , , , , , , , , , , , , ,PASS, , , , , , ,3,
2980, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2981, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,EXC,PASS, , , , , ,2,
2982, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2983, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,EXC, , ,EXC,EXC, , , , , , , , , , , , , ,EXC,PASS, , , , , ,5,
2984, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2985, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,EXC, , ,EXC,EXC, , , , , , , , , , , , , ,EXC,PASS, , , , , ,5,
2986, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,EXC,PASS, , , , , ,2,
2987, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2988, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2989, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,EXC,PASS, , , , , ,2,
299, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS, , , , , , ,0,
2990, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,EXC, , , , , , , , , , , , , ,EXC,PASS, , , , , ,3,
2991, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2992, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2993, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,EXC, , , , , , , , , , , , , ,EXC,PASS, , , , , ,3,
2994, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,EXC, , , , , , , , , , , , , ,EXC,PASS, , , , , ,3,
2995, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2996, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
2997, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,EXC, , , , , , , , , , , , , ,EXC,PASS, , , , , ,3,
2998, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,EXC, , , , , , , , , , , , , ,EXC,PASS, , , , , ,3,
2999, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
3,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,3,
30,FAIL, ,PASS,FAIL, , , , , , , , , , , ,PASS,FAIL,PASS, , , , , , , , , , , , , , , , , , , , , , ,EXC, ,FAIL, , , , ,PASS, , , , , , , , , , , , , , , , , , , ,FAIL, , ,PASS, ,FAIL, , , , , , ,7,
300, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS, , , , , , ,0,
3000, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
3001, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,EXC, , , , , , , , , , , , , ,EXC,PASS, , , , , ,3,
3002, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,EXC,PASS, , , , , ,2,
3003, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
3004, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
3005, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,EXC,PASS, , , , , ,2,
3006, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,EXC,PASS, , , , , ,2,
3007, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
3008, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
3009, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,EXC,PASS, , , , , ,2,
301, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS, , , , , , ,0,
3010, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,EXC, , , , , , , , , , , , , ,EXC,PASS, , , , , ,3,
3011, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
3012, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS,PASS, , , , , ,0,
3013, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,EXC, , , , , , , , , , , , , ,EXC,PASS, , , , , ,3,
3014, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,EXC, , , , , , , , , , , , , ,EXC,PASS, , , , , ,3,
