Mutant,org.apache.commons.math3.optimization.linear.SimplexSolverTest[testMath290LEQ],org.apache.commons.math3.optimization.linear.SimplexSolverTest[testTrivialModel],org.apache.commons.math3.optimization.linear.SimplexSolverTest[testInfeasibleSolution],org.apache.commons.math3.optimization.linear.SimplexSolverTest[testSingleVariableAndConstraint],org.apache.commons.math3.optimization.linear.SimplexSolverTest[testMath290GEQ],org.apache.commons.math3.optimization.linear.SimplexSolverTest[testMath713NegativeVariable],org.apache.commons.math3.optimization.linear.SimplexSolverTest[testModelWithNoArtificialVars],org.apache.commons.math3.optimization.linear.SimplexSolverTest[testMinimization],org.apache.commons.math3.optimization.linear.SimplexSolverTest[testMath434PivotRowSelection],org.apache.commons.math3.optimization.linear.SimplexSolverTest[testSolutionWithNegativeDecisionVariable],org.apache.commons.math3.optimization.linear.SimplexSolverTest[testMath434UnfeasibleSolution],org.apache.commons.math3.optimization.linear.SimplexSolverTest[testMath434NegativeVariable],org.apache.commons.math3.optimization.linear.SimplexTableauTest[testTableauWithNoArtificialVars],org.apache.commons.math3.optimization.linear.SimplexSolverTest[testEpsilon],org.apache.commons.math3.optimization.linear.SimplexSolverTest[testSimplexSolver],org.apache.commons.math3.optimization.linear.SimplexSolverTest[testDegeneracy],org.apache.commons.math3.optimization.linear.SimplexSolverTest[testMath272],org.apache.commons.math3.optimization.linear.SimplexSolverTest[testMath288],org.apache.commons.math3.optimization.linear.SimplexSolverTest[testMath781],org.apache.commons.math3.optimization.linear.SimplexSolverTest[testMath286],org.apache.commons.math3.optimization.linear.SimplexTableauTest[testDropPhase1Objective],org.apache.commons.math3.optimization.linear.SimplexSolverTest[testUnboundedSolution],org.apache.commons.math3.optimization.linear.SimplexSolverTest[testMath293],org.apache.commons.math3.optimization.linear.SimplexTableauTest[testSerial],org.apache.commons.math3.optimization.linear.SimplexSolverTest[testMath434PivotRowSelection2],org.apache.commons.math3.optimization.linear.SimplexTableauTest[testInitialization],org.apache.commons.math3.optimization.linear.SimplexSolverTest[testRestrictVariablesToNonNegative],org.apache.commons.math3.optimization.linear.SimplexSolverTest[testLargeModel],org.apache.commons.math3.optimization.linear.SimplexTableau_ESTest[test01],org.apache.commons.math3.optimization.linear.SimplexTableau_ESTest[test08],org.apache.commons.math3.optimization.linear.SimplexTableau_ESTest[test11],org.apache.commons.math3.optimization.linear.SimplexTableau_ESTest[test12],org.apache.commons.math3.optimization.linear.SimplexTableau_ESTest[test14],org.apache.commons.math3.optimization.linear.SimplexTableau_ESTest[test19],org.apache.commons.math3.optimization.linear.SimplexTableau_ESTest[test05],org.apache.commons.math3.optimization.linear.SimplexTableau_ESTest[test04],org.apache.commons.math3.optimization.linear.SimplexTableau_ESTest[test23],org.apache.commons.math3.optimization.linear.SimplexTableau_ESTest[test06],org.apache.commons.math3.optimization.linear.SimplexTableau_ESTest[test13],org.apache.commons.math3.optimization.linear.SimplexTableau_ESTest[test17],org.apache.commons.math3.optimization.linear.SimplexTableau_ESTest[test00],org.apache.commons.math3.optimization.linear.SimplexTableau_ESTest[test22],org.apache.commons.math3.optimization.linear.SimplexTableau_ESTest[test16],org.apache.commons.math3.optimization.linear.SimplexTableau_ESTest[test18],org.apache.commons.math3.optimization.linear.SimplexTableau_ESTest[test20],org.apache.commons.math3.optimization.linear.SimplexTableau_ESTest[test10],org.apache.commons.math3.optimization.linear.SimplexTableau_ESTest[test25],org.apache.commons.math3.optimization.linear.SimplexTableau_ESTest[test21],org.apache.commons.math3.optimization.linear.SimplexTableau_ESTest[test07],org.apache.commons.math3.optimization.linear.SimplexTableau_ESTest[test15],org.apache.commons.math3.optimization.linear.SimplexTableau_ESTest[test24],org.apache.commons.math3.optimization.linear.SimplexTableau_ESTest[test03],org.apache.commons.math3.optimization.linear.SimplexTableau_ESTest[test09],org.apache.commons.math3.optimization.linear.SimplexTableau_ESTest[test02],Total,Equiv?
267,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , , , , ,PASS, , , ,PASS, , , , , , , , , , ,PASS,PASS,PASS,PASS,PASS, ,2,
268,FAIL,PASS,PASS,PASS,FAIL,EXC,PASS,FAIL,PASS,FAIL,PASS,PASS,FAIL,PASS,PASS,EXC,FAIL,EXC,PASS,EXC,FAIL,PASS,EXC,PASS,PASS,FAIL,EXC,FAIL, , , , , ,PASS, , , ,PASS, , , , , , , , , , ,PASS,PASS,PASS,PASS,PASS, ,15,
269,FAIL,PASS,PASS,PASS,FAIL,EXC,PASS,FAIL,PASS,FAIL,PASS,PASS,FAIL,PASS,PASS,EXC,FAIL,EXC,PASS,EXC,FAIL,PASS,EXC,PASS,PASS,FAIL,EXC,FAIL, , , , , ,PASS, , , ,PASS, , , , , , , , , , ,PASS,PASS,PASS,PASS,PASS, ,15,
27,PASS,PASS,PASS,EXC,PASS,PASS,EXC,PASS,PASS,EXC,PASS,PASS,FAIL,EXC,FAIL,PASS,PASS,FAIL,EXC,FAIL,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,15,
270,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , , , , ,PASS, , , ,PASS, , , , , , , , , , ,PASS,PASS,PASS,PASS,PASS, ,2,
271,PASS,PASS,PASS,PASS,PASS,EXC,PASS,FAIL,PASS,FAIL,PASS,PASS,FAIL,PASS,PASS,EXC,FAIL,EXC,PASS,EXC,FAIL,PASS,EXC,PASS,PASS,FAIL,EXC,FAIL, , , , , ,PASS, , , ,PASS, , , , , , , , , , ,PASS,PASS,PASS,PASS,PASS, ,13,
272,PASS, , , ,PASS, , , , , , ,EXC, , , , , , ,EXC, , , , , ,EXC, , , , , , , , , , , , ,PASS, , , , , , , , , , ,PASS, , ,PASS,PASS, ,3,
273,FAIL, , , ,PASS, , , , , , ,EXC, , , , , , ,EXC, , , , , ,EXC, , , , , , , , , , , , ,PASS, , , , , , , , , , ,PASS, , ,PASS,PASS, ,4,
274,FAIL, , , ,PASS, , , , , , ,FAIL, , , , , , ,FAIL, , , , , ,FAIL, , , , , , , , , , , , ,PASS, , , , , , , , , , ,PASS, , ,PASS,PASS, ,4,
275,PASS, , , ,PASS, , , , , , ,FAIL, , , , , , ,FAIL, , , , , ,FAIL, , , , , , , , , , , , ,PASS, , , , , , , , , , ,PASS, , ,PASS,PASS, ,3,
276,FAIL, , , ,PASS, , , , , , ,FAIL, , , , , , ,FAIL, , , , , ,FAIL, , , , , , , , , , , , ,PASS, , , , , , , , , , ,PASS, , ,PASS,PASS, ,4,
277,PASS, , , ,PASS, , , , , , ,FAIL, , , , , , ,FAIL, , , , , ,FAIL, , , , , , , , , , , , ,PASS, , , , , , , , , , ,PASS, , ,PASS,PASS, ,3,
278,FAIL, , , ,PASS, , , , , , ,FAIL, , , , , , ,FAIL, , , , , ,FAIL, , , , , , , , , , , , ,PASS, , , , , , , , , , ,PASS, , ,PASS,PASS, ,4,
279,PASS, , , ,PASS, , , , , , ,FAIL, , , , , , ,PASS, , , , , ,FAIL, , , , , , , , , , , , ,PASS, , , , , , , , , , ,PASS, , ,PASS,PASS, ,2,
28,PASS,PASS,PASS,PASS,EXC,EXC,PASS,EXC,EXC,PASS,PASS,EXC,PASS,PASS,PASS,PASS,EXC,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EXC,PASS,PASS,EXC,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,9,
280,FAIL, , , ,FAIL, , , , , , ,PASS, , , , , , ,PASS, , , , , ,PASS, , , , , , , , , , , , ,PASS, , , , , , , , , , ,PASS, , ,PASS,PASS, ,2,
281, ,EXC,EXC,EXC, ,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, , , , , ,EXC, , , , , , , , , , , , , , , ,EXC,EXC, , , ,29,
282,PASS,PASS,PASS,PASS,PASS,EXC,PASS,EXC,PASS,EXC,PASS,EXC,PASS,EXC,EXC,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,8,
283,PASS,PASS,PASS,FAIL,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,EXC,PASS,FAIL,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,11,
284,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,
285,PASS,PASS,PASS,PASS,PASS,EXC,PASS,EXC,EXC,EXC,PASS,EXC,PASS,EXC,EXC,EXC,EXC,PASS,EXC,EXC,FAIL,PASS,EXC,PASS,EXC,FAIL,EXC,EXC,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,17,
286,PASS,PASS,PASS,FAIL,PASS,EXC,FAIL,EXC,EXC,EXC,PASS,EXC,FAIL,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,FAIL,PASS,EXC,PASS,EXC,FAIL,EXC,EXC,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,23,
287,PASS,PASS,PASS,FAIL,PASS,EXC,FAIL,EXC,EXC,EXC,PASS,EXC,FAIL,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,FAIL,PASS,EXC,PASS,EXC,FAIL,EXC,EXC,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,23,
288,PASS,PASS,PASS,FAIL,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,EXC,PASS,FAIL,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,11,
289,PASS,PASS,PASS,PASS,PASS,EXC,PASS,EXC,EXC,EXC,PASS,EXC,PASS,EXC,EXC,EXC,EXC,PASS,EXC,EXC,FAIL,PASS,EXC,PASS,EXC,FAIL,EXC,EXC,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,17,
29,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,PASS,EXC,EXC,EXC,PASS,PASS,PASS,PASS,EXC,EXC,PASS,EXC,PASS,PASS,PASS,EXC,EXC,EXC,PASS,EXC,PASS,EXC,EXC,EXC,EXC,43,
290,PASS,PASS,PASS,FAIL,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,EXC,PASS,FAIL,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,11,
291,EXC,EXC,PASS, , ,EXC, ,EXC,EXC,EXC,FAIL,EXC, ,EXC,EXC,FAIL,EXC, ,EXC,FAIL,FAIL,EXC,EXC,PASS,FAIL,FAIL,EXC,EXC, , , , , , , , , ,EXC, , , , , , , , , , ,EXC,EXC,EXC,EXC,EXC, ,27,
292,EXC,EXC,EXC, , ,EXC, ,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, , , , , , , , , ,EXC, , , , , , , , , , ,EXC,EXC,EXC,EXC,EXC, ,29,
293, ,PASS, ,EXC,EXC,EXC,EXC,EXC,EXC,PASS, ,EXC,FAIL,PASS,PASS,PASS,EXC,EXC,PASS,PASS, ,PASS,PASS, ,EXC, ,PASS,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC, , ,EXC,34,
294, ,EXC, ,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC, ,EXC, ,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC, , ,EXC,44,
295,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5,
296,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,54,
297,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS, , , , , ,PASS, , , ,PASS, , , , , , , , , , ,PASS,PASS,PASS,PASS,PASS, ,3,
298,FAIL,FAIL,EXC,FAIL,PASS,PASS,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,PASS,EXC,EXC,EXC,EXC,EXC,EXC, , , , , ,PASS, , , ,PASS, , , , , , , , , , ,PASS,PASS,PASS,PASS,PASS, ,25,
299,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS, , , , , ,PASS, , , ,PASS, , , , , , , , , , ,PASS,PASS,PASS,PASS,PASS, ,3,
3,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,54,
30,PASS,EXC,PASS,FAIL,PASS,EXC,FAIL,EXC,EXC,EXC,PASS,EXC,PASS,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,PASS,EXC,PASS,EXC,EXC,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EXC,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EXC,PASS,EXC,PASS,24,
300,FAIL,FAIL,EXC,FAIL,PASS,PASS,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,PASS,EXC,EXC,EXC,EXC,EXC,EXC, , , , , ,PASS, , , ,PASS, , , , , , , , , , ,PASS,PASS,PASS,PASS,PASS, ,25,
301,FAIL,FAIL,EXC,FAIL,PASS,PASS,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,PASS,EXC,EXC,EXC,EXC,EXC,EXC,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,25,
302, , ,PASS,PASS, , ,PASS,EXC,PASS,EXC, ,FAIL,FAIL,PASS,PASS, , , ,FAIL, ,PASS,PASS, ,PASS,PASS,FAIL, , ,PASS,PASS, ,PASS, ,PASS, ,PASS,PASS, , ,PASS, , ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,6,
303, , ,PASS,EXC, , ,EXC,PASS,EXC,FAIL, ,EXC,FAIL,EXC,EXC, , , ,FAIL, ,PASS,PASS, ,PASS,PASS,FAIL, , ,PASS,PASS, ,PASS, ,PASS, ,PASS,PASS, , ,PASS, , ,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS, , ,PASS,11,
304, , ,PASS,PASS, , ,PASS,PASS,PASS,FAIL, ,FAIL,FAIL,PASS,PASS, , , ,EXC, ,FAIL,PASS, ,PASS,PASS,FAIL, , ,PASS,PASS, ,PASS, ,PASS, ,PASS,PASS, , ,PASS, , , ,PASS, , ,PASS,PASS,PASS, , , , , ,6,
305, , ,PASS,PASS, , ,PASS,PASS,PASS,FAIL, ,FAIL,FAIL,PASS,PASS, , , ,EXC, ,FAIL,PASS, ,PASS,PASS,FAIL, , ,PASS,PASS, ,PASS, ,PASS, ,PASS,PASS, , ,PASS, , ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,6,
306, ,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS, ,PASS, ,PASS,PASS, , , ,PASS, , , , , ,PASS,PASS, , , , , , , , , ,PASS, ,PASS,PASS,PASS, ,1,
307, ,EXC, ,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC, ,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC, ,EXC,EXC, , , ,EXC, , , , , ,EXC,EXC, , , , , , , , , ,EXC, ,EXC,EXC,EXC, ,29,
308, ,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS, ,PASS,PASS, , , ,PASS, , , , , ,PASS,PASS, , , , , , , , , ,PASS, ,PASS,PASS,PASS, ,0,
309, ,EXC, ,EXC,PASS,EXC,EXC,EXC,EXC,EXC, ,EXC, ,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,PASS,EXC, ,EXC, ,EXC,EXC, , , ,EXC, , , , , ,PASS,EXC, , , , , , , , , ,EXC, ,EXC,EXC,EXC, ,26,
31,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,14,
310, ,PASS, ,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL, ,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL, ,FAIL, ,FAIL,FAIL, , , ,PASS, , , , , ,PASS,PASS, , , , , , , , , ,PASS, ,PASS,PASS,PASS, ,18,
311, ,PASS, ,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL, ,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL, ,FAIL, ,FAIL,FAIL, , , ,PASS, , , , , ,PASS,PASS, , , , , , , , , ,PASS, ,PASS,PASS,PASS, ,18,
312, ,PASS, ,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL, ,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL, ,FAIL, ,FAIL,FAIL, , , ,PASS, , , , , ,PASS,PASS, , , , , , , , , ,PASS, ,PASS,PASS,PASS, ,18,
313, ,PASS, ,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL, ,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL, ,FAIL, ,FAIL,FAIL, , , ,PASS, , , , , ,PASS,PASS, , , , , , , , , ,PASS, ,PASS,PASS,PASS, ,18,
314, ,EXC, ,EXC,PASS,EXC,EXC,EXC,EXC,EXC, ,EXC, ,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,PASS,EXC, ,EXC, ,EXC,EXC, , , ,EXC, , , , , ,PASS,EXC, , , , , , , , , ,EXC, ,EXC,EXC,EXC, ,26,
315, ,PASS, ,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL, ,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL, ,FAIL, ,FAIL,FAIL, , , ,PASS, , , , , ,PASS,PASS, , , , , , , , , ,PASS, ,PASS,PASS,PASS, ,18,
316, ,PASS, ,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL, ,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL, ,FAIL, ,FAIL,FAIL, , , ,PASS, , , , , ,PASS,PASS, , , , , , , , , ,PASS, ,PASS,PASS,PASS, ,18,
317, ,PASS, ,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL, ,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL, ,FAIL, ,FAIL,FAIL, , , ,PASS, , , , , ,PASS,PASS, , , , , , , , , ,PASS, ,PASS,PASS,PASS, ,18,
318, ,PASS, ,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL, ,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL, ,FAIL, ,FAIL,FAIL, , , ,PASS, , , , , , ,PASS, , , , , , , , , ,PASS, ,PASS,PASS,PASS, ,18,
319, ,PASS, ,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL, ,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL, ,FAIL, ,FAIL,FAIL, , , ,PASS, , , , , , ,PASS, , , , , , , , , ,PASS, ,PASS,PASS,PASS, ,18,
32,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,14,
320, ,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS, ,PASS,EXC, , , ,PASS, , , , , , ,PASS, , , , , , , , , ,PASS, ,PASS,PASS,PASS, ,1,
321, ,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS, ,PASS, ,PASS,PASS, , , ,PASS, , , , , ,PASS,PASS, , , , , , , , , ,PASS, ,PASS,PASS,PASS, ,1,
322, ,PASS, ,PASS,FAIL,PASS,FAIL,FAIL,EXC,FAIL, ,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,FAIL,PASS,PASS,FAIL, ,EXC, ,FAIL,FAIL, , , ,PASS, , , , , ,PASS,PASS, , , , , , , , , ,PASS, ,PASS,PASS,PASS, ,17,
323, ,PASS, ,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL, ,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL, ,FAIL, ,FAIL,FAIL, , , ,PASS, , , , , ,PASS,PASS, , , , , , , , , ,PASS, ,PASS,PASS,PASS, ,18,
324, ,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS, ,PASS,EXC, , , ,PASS, , , , , ,PASS,PASS, , , , , , , , , ,PASS, ,PASS,PASS,PASS, ,1,
325, ,PASS, ,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL, ,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL, ,FAIL, ,FAIL,FAIL, , , ,PASS, , , , , ,PASS,PASS, , , , , , , , , ,PASS, ,PASS,PASS,PASS, ,18,
326, ,PASS, ,FAIL,FAIL,PASS,FAIL,EXC,EXC,EXC, ,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,FAIL,PASS,PASS,FAIL, ,EXC, ,FAIL,EXC, , , ,PASS, , , , , ,PASS,PASS, , , , , , , , , ,PASS, ,PASS,PASS,PASS, ,18,
327, ,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS, ,PASS, ,PASS,EXC, , , ,PASS, , , , , ,PASS,PASS, , , , , , , , , ,PASS, ,PASS,PASS,PASS, ,2,
