Mutant,org.apache.commons.math.optimization.fitting.CurveFitterTest[testMath304],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testTrivial],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testMoreEstimatedParametersSimple],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testInconsistentEquations],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testInconsistentSizes],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testRedundantEquations],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testQRColumnsPermutation],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testTwoSets],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testMoreEstimatedParametersUnsorted],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testIllConditioned],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testMath199],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testOneSet],org.apache.commons.math.optimization.general.MinpackTest[testMinpackBox3Dimensional],org.apache.commons.math.optimization.general.MinpackTest[testMinpackLinearFullRank],org.apache.commons.math.optimization.general.MinpackTest[testMinpackLinearRank1ZeroColsAndRows],org.apache.commons.math.optimization.general.MinpackTest[testMinpackJennrichSampson],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testControlParameters],org.apache.commons.math.optimization.general.MinpackTest[testMinpackRosenbrok],org.apache.commons.math.optimization.general.MinpackTest[testMinpackFreudensteinRoth],org.apache.commons.math.optimization.general.MinpackTest[testMinpackHelicalValley],org.apache.commons.math.optimization.fitting.HarmonicFitterTest[testNoError],org.apache.commons.math.optimization.general.MinpackTest[testMinpackOsborne1],org.apache.commons.math.optimization.general.MinpackTest[testMinpackBard],org.apache.commons.math.optimization.fitting.HarmonicFitterTest[testInitialGuess],org.apache.commons.math.optimization.fitting.HarmonicFitterTest[testUnsorted],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testCircleFittingBadInit],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testNonInversible],org.apache.commons.math.optimization.general.MinpackTest[testMinpackOsborne2],org.apache.commons.math.optimization.fitting.CurveFitterTest[testMath303],org.apache.commons.math.optimization.general.MinpackTest[testMinpackPowellSingular],org.apache.commons.math.optimization.fitting.PolynomialFitterTest[testRedundantSolvable],org.apache.commons.math.optimization.general.MinpackTest[testMinpackLinearRank1],org.apache.commons.math.optimization.fitting.HarmonicFitterTest[test1PercentError],org.apache.commons.math.optimization.general.MinpackTest[testMinpackChebyquad],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testNoDependency],org.apache.commons.math.optimization.general.MinpackTest[testMinpackMeyer],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testCircleFitting],org.apache.commons.math.optimization.general.MinpackTest[testMinpackKowalikOsborne],org.apache.commons.math.optimization.general.MinpackTest[testMinpackWatson],org.apache.commons.math.optimization.fitting.PolynomialFitterTest[testNoError],org.apache.commons.math.optimization.fitting.PolynomialFitterTest[testSmallError],org.apache.commons.math.optimization.general.MinpackTest[testMinpackBrownDennis],org.apache.commons.math.optimization.general.MinpackTest[testMinpackBrownAlmostLinear],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer_ESTest[test0],Total,Equiv?
686, , ,PASS, , , , , ,PASS, , , , , ,FAIL, , , , , , , , , , , , , , , ,PASS,PASS, , , , , , , , , , , , ,1,
687, , ,PASS, , , , , ,PASS, , , , , ,FAIL, , , , , , , , , , , , , , , ,PASS,FAIL, , , , , , , , , , , , ,2,
688, , ,PASS, , , , , ,PASS, , , , , ,PASS, , , , , , , , , , , , , , , ,PASS,PASS, , , , , , , , , , , , ,0,
689,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,FAIL,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,42,
69,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,FAIL,FAIL,FAIL,PASS,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL, ,8,
690,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,FAIL,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,42,
691,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,EXC,FAIL,EXC, ,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,EXC,FAIL,FAIL, ,30,
692,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,FAIL,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,42,
693,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,FAIL,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,42,
694,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,FAIL,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,42,
695,FAIL,FAIL,FAIL,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL, ,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,EXC,PASS,FAIL,FAIL, ,27,
696,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,42,
697,FAIL,FAIL,FAIL,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL, ,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,EXC,PASS,FAIL,FAIL, ,27,
698,FAIL,FAIL,FAIL,PASS,PASS,PASS,FAIL,EXC,FAIL,EXC, ,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,EXC,FAIL,FAIL, ,31,
699,EXC,EXC,FAIL,PASS,PASS,PASS,FAIL,EXC,FAIL,EXC, ,PASS,FAIL,FAIL,EXC,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL,EXC,FAIL,EXC,EXC,PASS,EXC,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,EXC,FAIL,FAIL, ,35,
7,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,37,
70,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,FAIL,FAIL,FAIL,PASS,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL, ,8,
700,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,EXC,FAIL,EXC, ,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,EXC,FAIL,FAIL, ,29,
701,FAIL,FAIL,FAIL,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL, ,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,EXC,PASS,FAIL,FAIL, ,27,
702,FAIL,FAIL,FAIL,PASS,PASS,PASS,FAIL,EXC,FAIL,EXC, ,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,EXC,FAIL,FAIL, ,31,
703,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,42,
704,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL,EXC,EXC, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,FAIL,FAIL, ,32,
705,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,EXC,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,PASS,FAIL,FAIL, ,33,
706,FAIL,FAIL,FAIL,PASS,PASS,FAIL,FAIL,EXC,FAIL,FAIL, ,FAIL,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,EXC,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,EXC,FAIL,FAIL, ,32,
707,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL, ,34,
708,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL, ,35,
709,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL, ,12,
71,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,FAIL,FAIL,FAIL,PASS,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL, ,8,
710,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,42,
711,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,0,
712,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,0,
713,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL, ,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL, ,18,
714,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL, ,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL, ,18,
715,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,42,
716,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL, ,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL, ,18,
717,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,42,
718, , ,EXC,PASS,EXC,PASS,PASS,EXC,EXC,FAIL, ,EXC,FAIL,FAIL,PASS,PASS,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL, ,PASS,PASS,FAIL,EXC,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL, ,24,
719, , ,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,PASS,FAIL,PASS,FAIL, ,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL, ,30,
72,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,42,
720, , ,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,EXC,PASS,FAIL,PASS,FAIL, ,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,30,
721, , ,EXC,PASS,EXC,PASS,PASS,EXC,EXC,FAIL, ,EXC,FAIL,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL, ,PASS,PASS,FAIL,EXC,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,28,
722, , ,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL, ,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS, ,PASS,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL, ,18,
723,FAIL,FAIL,FAIL,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL, ,PASS,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,PASS,FAIL,FAIL, ,29,
724,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,FAIL,FAIL, ,17,
725,EXC,PASS,EXC,PASS,PASS,PASS,PASS,EXC,EXC,EXC, ,EXC,FAIL,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL,EXC,FAIL,FAIL,EXC,EXC,FAIL,PASS,TIME,EXC,FAIL,FAIL,FAIL,EXC,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,EXC,PASS,FAIL,FAIL, ,30,
726,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL, ,7,
727,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,42,
728,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,0,
729,EXC,EXC,PASS,EXC,EXC,EXC,EXC,EXC,PASS,EXC, ,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,40,
73,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL, ,8,
730,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,PASS,EXC,PASS,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,PASS,PASS,FAIL,FAIL, ,17,
731,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,PASS,EXC,PASS,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,PASS,PASS,FAIL,FAIL, ,17,
732,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,PASS,EXC,PASS,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,PASS,PASS,FAIL,FAIL, ,17,
733,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,PASS,EXC,PASS,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,PASS,PASS,FAIL,FAIL, ,17,
734,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,42,
735,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL,FAIL,PASS,PASS,FAIL,FAIL,PASS,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL, ,14,
736,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL,EXC,FAIL,PASS,FAIL,FAIL,PASS,PASS,FAIL,FAIL, ,17,
737,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL, ,22,
738,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL, ,22,
739,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,EXC,FAIL, ,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,PASS,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,EXC,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL, ,26,
74,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,1,
740,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,PASS,FAIL,EXC,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,EXC,PASS,FAIL,FAIL, ,16,
741,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,PASS,EXC,PASS,FAIL,PASS,PASS,FAIL,FAIL,PASS,FAIL,EXC,FAIL,PASS,FAIL,FAIL,PASS,PASS,FAIL,FAIL, ,19,
742,FAIL,FAIL,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS, ,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,EXC,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,TIME,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,FAIL,FAIL, ,34,
743,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,PASS,EXC,PASS,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,PASS,PASS,FAIL,FAIL, ,17,
